variant,band,count,frequency
MSHHO_I1,b81,1,0.025
MSHHO_I1,b32,1,0.025
MSHHO_I1,b47,1,0.025
MSHHO_I1,b145,1,0.025
MSHHO_I1,b116,1,0.025
MSHHO_I1,b64,1,0.025
MSHHO_I1,b19,1,0.025
MSHHO_I1,b56,1,0.025
MSHHO_I1,b80,1,0.025
MSHHO_I1,b95,1,0.025
MSHHO_I2,b109,13,0.325
MSHHO_I2,b68,12,0.3
MSHHO_I2,b18,11,0.275
MSHHO_I2,b107,8,0.2
MSHHO_I2,b16,7,0.175
MSHHO_I2,b67,7,0.175
MSHHO_I2,b27,6,0.15
MSHHO_I2,b17,6,0.15
MSHHO_I2,b84,6,0.15
MSHHO_I2,b108,5,0.125
MSHHO_I2,b111,5,0.125
MSHHO_I2,b62,5,0.125
MSHHO_I2,b26,4,0.1
MSHHO_I2,b90,4,0.1
MSHHO_I2,b102,4,0.1
MSHHO_I2,b118,3,0.075
MSHHO_I2,b15,3,0.075
MSHHO_I2,b149,3,0.075
MSHHO_I2,b58,3,0.075
MSHHO_I2,b139,3,0.075
MSHHO_I2,b85,3,0.075
MSHHO_I2,b74,3,0.075
MSHHO_I2,b38,3,0.075
MSHHO_I2,b41,3,0.075
MSHHO_I2,b61,3,0.075
MSHHO_I2,b73,3,0.075
MSHHO_I2,b162,3,0.075
MSHHO_I2,b63,3,0.075
MSHHO_I2,b83,2,0.05
MSHHO_I2,b88,2,0.05
MSHHO_I2,b113,2,0.05
MSHHO_I2,b34,2,0.05
MSHHO_I2,b37,2,0.05
MSHHO_I2,b99,2,0.05
MSHHO_I2,b14,2,0.05
MSHHO_I2,b48,2,0.05
MSHHO_I2,b100,2,0.05
MSHHO_I2,b126,2,0.05
MSHHO_I2,b147,2,0.05
MSHHO_I2,b104,2,0.05
MSHHO_I2,b75,2,0.05
MSHHO_I2,b138,2,0.05
MSHHO_I2,b156,2,0.05
MSHHO_I2,b81,2,0.05
MSHHO_I2,b125,2,0.05
MSHHO_I2,b148,2,0.05
MSHHO_I2,b35,2,0.05
MSHHO_I2,b64,1,0.025
MSHHO_I2,b112,1,0.025
MSHHO_I2,b28,1,0.025
MSHHO_I2,b47,1,0.025
MSHHO_I2,b36,1,0.025
MSHHO_I2,b89,1,0.025
MSHHO_I2,b80,1,0.025
MSHHO_I2,b98,1,0.025
MSHHO_I2,b123,1,0.025
MSHHO_I2,b145,1,0.025
MSHHO_I2,b106,1,0.025
MSHHO_I2,b116,1,0.025
MSHHO_I2,b141,1,0.025
MSHHO_I2,b146,1,0.025
MSHHO_I2,b78,1,0.025
MSHHO_I2,b127,1,0.025
MSHHO_I2,b142,1,0.025
MSHHO_I2,b66,1,0.025
MSHHO_I2,b71,1,0.025
MSHHO_I2,b59,1,0.025
MSHHO_I2,b119,1,0.025
MSHHO_I2,b151,1,0.025
MSHHO_I2,b22,1,0.025
MSHHO_I2,b77,1,0.025
MSHHO_I2,b45,1,0.025
MSHHO_I2,b150,1,0.025
MSHHO_I2,b39,1,0.025
MSHHO_I2,b101,1,0.025
MSHHO_I2,b122,1,0.025
MSHHO_I2,b105,1,0.025
MSHHO_I2,b128,1,0.025
MSHHO_I2,b135,1,0.025
MSHHO_I2,b19,1,0.025
MSHHO_I2,b25,1,0.025
MSHHO_I2,b33,1,0.025
MSHHO_I2,b97,1,0.025
MSHHO_I2,b93,1,0.025
MSHHO_I2,b95,1,0.025
MSHHO_I2,b157,1,0.025
MSHHO_I2,b29,1,0.025
MSHHO_I2,b110,1,0.025
MSHHO_I2,b137,1,0.025
MSHHO_I2,b92,1,0.025
MSHHO_I2,b96,1,0.025
MSHHO_I2,b115,1,0.025
MSHHO_I2,b42,1,0.025
MSHHO_I3,b68,14,0.35
MSHHO_I3,b18,8,0.2
MSHHO_I3,b17,7,0.175
MSHHO_I3,b26,7,0.175
MSHHO_I3,b27,6,0.15
MSHHO_I3,b58,6,0.15
MSHHO_I3,b73,6,0.15
MSHHO_I3,b107,5,0.125
MSHHO_I3,b61,5,0.125
MSHHO_I3,b74,5,0.125
MSHHO_I3,b67,5,0.125
MSHHO_I3,b108,5,0.125
MSHHO_I3,b63,5,0.125
MSHHO_I3,b82,4,0.1
MSHHO_I3,b69,4,0.1
MSHHO_I3,b14,4,0.1
MSHHO_I3,b109,4,0.1
MSHHO_I3,b16,3,0.075
MSHHO_I3,b91,3,0.075
MSHHO_I3,b102,3,0.075
MSHHO_I3,b111,3,0.075
MSHHO_I3,b121,3,0.075
MSHHO_I3,b114,3,0.075
MSHHO_I3,b32,3,0.075
MSHHO_I3,b33,3,0.075
MSHHO_I3,b124,3,0.075
MSHHO_I3,b62,3,0.075
MSHHO_I3,b90,3,0.075
MSHHO_I3,b149,3,0.075
MSHHO_I3,b83,3,0.075
MSHHO_I3,b84,3,0.075
MSHHO_I3,b15,3,0.075
MSHHO_I3,b64,3,0.075
MSHHO_I3,b147,2,0.05
MSHHO_I3,b98,2,0.05
MSHHO_I3,b24,2,0.05
MSHHO_I3,b135,2,0.05
MSHHO_I3,b96,2,0.05
MSHHO_I3,b110,2,0.05
MSHHO_I3,b78,2,0.05
MSHHO_I3,b48,2,0.05
MSHHO_I3,b79,2,0.05
MSHHO_I3,b125,2,0.05
MSHHO_I3,b99,2,0.05
MSHHO_I3,b100,2,0.05
MSHHO_I3,b161,2,0.05
MSHHO_I3,b19,2,0.05
MSHHO_I3,b152,2,0.05
MSHHO_I3,b59,2,0.05
MSHHO_I3,b113,2,0.05
MSHHO_I3,b65,2,0.05
MSHHO_I3,b25,2,0.05
MSHHO_I3,b151,2,0.05
MSHHO_I3,b35,1,0.025
MSHHO_I3,b45,1,0.025
MSHHO_I3,b81,1,0.025
MSHHO_I3,b120,1,0.025
MSHHO_I3,b156,1,0.025
MSHHO_I3,b117,1,0.025
MSHHO_I3,b119,1,0.025
MSHHO_I3,b148,1,0.025
MSHHO_I3,b47,1,0.025
MSHHO_I3,b104,1,0.025
MSHHO_I3,b52,1,0.025
MSHHO_I3,b112,1,0.025
MSHHO_I3,b71,1,0.025
MSHHO_I3,b93,1,0.025
MSHHO_I3,b144,1,0.025
MSHHO_I3,b150,1,0.025
MSHHO_I3,b28,1,0.025
MSHHO_I3,b39,1,0.025
MSHHO_I3,b56,1,0.025
MSHHO_I3,b101,1,0.025
MSHHO_I3,b154,1,0.025
MSHHO_I3,b38,1,0.025
MSHHO_I3,b138,1,0.025
MSHHO_I3,b41,1,0.025
MSHHO_I3,b80,1,0.025
MSHHO_I3,b86,1,0.025
MSHHO_I3,b92,1,0.025
MSHHO_I3,b30,1,0.025
MSHHO_I3,b37,1,0.025
MSHHO_I3,b139,1,0.025
MSHHO_I3,b70,1,0.025
MSHHO_I3,b103,1,0.025
MSHHO_I3,b76,1,0.025
MSHHO_I3,b106,1,0.025
MSHHO_I3,b85,1,0.025
MSHHO_I3,b129,1,0.025
MSHHO_I3,b88,1,0.025
MSHHO_I3,b57,1,0.025
MSHHO_I3,b142,1,0.025
MSHHO_I3,b21,1,0.025
MSHHO_I3,b22,1,0.025
MSHHO_I3,b127,1,0.025
MSHHO_I3,b23,1,0.025
MSHHO_I3,b77,1,0.025
MSHHO_I3,b105,1,0.025
MSHHO_I3,b137,1,0.025
MSHHO_I3,b75,1,0.025
MSHHO_I3,b34,1,0.025
MSHHO_I3,b163,1,0.025
MSHHO,b68,12,0.3
MSHHO,b17,10,0.25
MSHHO,b18,9,0.225
MSHHO,b26,8,0.2
MSHHO,b109,8,0.2
MSHHO,b108,7,0.175
MSHHO,b73,6,0.15
MSHHO,b69,6,0.15
MSHHO,b27,5,0.125
MSHHO,b113,5,0.125
MSHHO,b63,5,0.125
MSHHO,b14,4,0.1
MSHHO,b33,4,0.1
MSHHO,b150,4,0.1
MSHHO,b62,4,0.1
MSHHO,b90,4,0.1
MSHHO,b15,4,0.1
MSHHO,b81,4,0.1
MSHHO,b141,3,0.075
MSHHO,b102,3,0.075
MSHHO,b107,3,0.075
MSHHO,b138,3,0.075
MSHHO,b97,2,0.05
MSHHO,b123,2,0.05
MSHHO,b28,2,0.05
MSHHO,b89,2,0.05
MSHHO,b103,2,0.05
MSHHO,b34,2,0.05
MSHHO,b144,2,0.05
MSHHO,b140,2,0.05
MSHHO,b32,2,0.05
MSHHO,b110,2,0.05
MSHHO,b29,2,0.05
MSHHO,b74,2,0.05
MSHHO,b77,2,0.05
MSHHO,b37,2,0.05
MSHHO,b58,2,0.05
MSHHO,b41,2,0.05
MSHHO,b83,2,0.05
MSHHO,b114,2,0.05
MSHHO,b163,2,0.05
MSHHO,b82,2,0.05
MSHHO,b119,2,0.05
MSHHO,b47,2,0.05
MSHHO,b120,2,0.05
MSHHO,b61,2,0.05
MSHHO,b148,2,0.05
MSHHO,b139,2,0.05
MSHHO,b36,2,0.05
MSHHO,b126,1,0.025
MSHHO,b56,1,0.025
MSHHO,b92,1,0.025
MSHHO,b94,1,0.025
MSHHO,b100,1,0.025
MSHHO,b137,1,0.025
MSHHO,b46,1,0.025
MSHHO,b80,1,0.025
MSHHO,b118,1,0.025
MSHHO,b66,1,0.025
MSHHO,b149,1,0.025
MSHHO,b21,1,0.025
MSHHO,b39,1,0.025
MSHHO,b59,1,0.025
MSHHO,b72,1,0.025
MSHHO,b111,1,0.025
MSHHO,b127,1,0.025
MSHHO,b30,1,0.025
MSHHO,b31,1,0.025
MSHHO,b60,1,0.025
MSHHO,b19,1,0.025
MSHHO,b147,1,0.025
MSHHO,b67,1,0.025
MSHHO,b25,1,0.025
MSHHO,b16,1,0.025
MSHHO,b64,1,0.025
MSHHO,b106,1,0.025
MSHHO,b159,1,0.025
MSHHO,b76,1,0.025
MSHHO,b44,1,0.025
MSHHO,b52,1,0.025
MSHHO,b104,1,0.025
MSHHO,b54,1,0.025
MSHHO,b130,1,0.025
MSHHO,b122,1,0.025
MSHHO,b71,1,0.025
MSHHO,b99,1,0.025
MSHHO,b145,1,0.025
MSHHO,b91,1,0.025
MSHHO,b142,1,0.025
MSHHO,b101,1,0.025
MSHHO,b105,1,0.025
MSHHO,b125,1,0.025
MSHHO,b134,1,0.025
MSHHO,b160,1,0.025
MSHHO,b162,1,0.025
