variant,band_name,count,frequency
+SCI+SDGE,b96,3,0.1
+SCI+SDGE,b103,3,0.1
+SCI+SDGE,b23,3,0.1
+SCI+SDGE,b18,3,0.1
+SCI+SDGE,b104,3,0.1
+SCI+SDGE,b45,3,0.1
+SCI+SDGE,b44,3,0.1
+SCI+SDGE,b107,3,0.1
+SCI+SDGE,b41,2,0.067
+SCI+SDGE,b48,2,0.067
+SCI+SDGE,b100,2,0.067
+SCI+SDGE,b64,2,0.067
+SCI+SDGE,b22,2,0.067
+SCI+SDGE,b46,2,0.067
+SCI+SDGE,b77,2,0.067
+SCI+SDGE,b52,2,0.067
+SCI+SDGE,b55,2,0.067
+SCI+SDGE,b34,2,0.067
+SCI+SDGE,b25,2,0.067
+SCI+SDGE,b17,2,0.067
+SCI+SDGE,b40,2,0.067
+SCI+SDGE,b39,2,0.067
+SCI+SDGE,b111,2,0.067
+SCI+SDGE,b37,2,0.067
+SCI+SDGE,b47,2,0.067
+SCI+SDGE,b26,2,0.067
+SCI+SDGE,b28,1,0.033
+SCI+SDGE,b70,1,0.033
+SCI+SDGE,b105,1,0.033
+SCI+SDGE,b15,1,0.033
+SCI+SDGE,b84,1,0.033
+SCI+SDGE,b73,1,0.033
+SCI+SDGE,b42,1,0.033
+SCI+SDGE,b72,1,0.033
+SCI+SDGE,b69,1,0.033
+SCI+SDGE,b65,1,0.033
+SCI+SDGE,b83,1,0.033
+SCI+SDGE,b94,1,0.033
+SCI+SDGE,b36,1,0.033
+SCI+SDGE,b78,1,0.033
+SCI+SDGE,b29,1,0.033
+SCI+SDGE,b56,1,0.033
+SCI+SDGE,b95,1,0.033
+SCI+SDGE,b63,1,0.033
+SCI+SDGE,b81,1,0.033
+SCI+SDGE,b50,1,0.033
+SCI+SDGE+RSC,b107,5,0.167
+SCI+SDGE+RSC,b49,5,0.167
+SCI+SDGE+RSC,b28,5,0.167
+SCI+SDGE+RSC,b53,5,0.167
+SCI+SDGE+RSC,b99,4,0.133
+SCI+SDGE+RSC,b71,4,0.133
+SCI+SDGE+RSC,b47,4,0.133
+SCI+SDGE+RSC,b106,4,0.133
+SCI+SDGE+RSC,b62,3,0.1
+SCI+SDGE+RSC,b38,3,0.1
+SCI+SDGE+RSC,b24,3,0.1
+SCI+SDGE+RSC,b23,3,0.1
+SCI+SDGE+RSC,b29,3,0.1
+SCI+SDGE+RSC,b18,3,0.1
+SCI+SDGE+RSC,b70,2,0.067
+SCI+SDGE+RSC,b48,2,0.067
+SCI+SDGE+RSC,b26,2,0.067
+SCI+SDGE+RSC,b104,2,0.067
+SCI+SDGE+RSC,b72,2,0.067
+SCI+SDGE+RSC,b25,2,0.067
+SCI+SDGE+RSC,b96,2,0.067
+SCI+SDGE+RSC,b97,2,0.067
+SCI+SDGE+RSC,b100,2,0.067
+SCI+SDGE+RSC,b17,2,0.067
+SCI+SDGE+RSC,b55,2,0.067
+SCI+SDGE+RSC,b41,1,0.033
+SCI+SDGE+RSC,b40,1,0.033
+SCI+SDGE+RSC,b83,1,0.033
+SCI+SDGE+RSC,b19,1,0.033
+SCI+SDGE+RSC,b91,1,0.033
+SCI+SDGE+RSC,b52,1,0.033
+SCI+SDGE+RSC,b77,1,0.033
+SCI+SDGE+RSC,b79,1,0.033
+SCI+SDGE+RSC,b27,1,0.033
+SCI+SDGE+RSC,b57,1,0.033
+SCI+SDGE+RSC,b43,1,0.033
+SCI+SDGE+RSC,b35,1,0.033
+SCI+SDGE+RSC,b64,1,0.033
+SCI+SDGE+RSC,b56,1,0.033
+SCI+SDGE+RSC,b45,1,0.033
+SCI+SDGE+RSC,b51,1,0.033
+SCI+SDGE+RSC,b103,1,0.033
+SCI+SDGE+RSC,b37,1,0.033
+SCI+SDGE+RSC,b46,1,0.033
+SCI+SDGE+RSC,b22,1,0.033
+SCI+SDGE+RSC,b63,1,0.033
+SCI+SDGE+RSC,b33,1,0.033
+SCI+SDGE+RSC,b42,1,0.033
+SCI+SDGE+RSC,b95,1,0.033
+SCI+SDGE+RSC,b39,1,0.033
+SCI+SDGE+RSC,b30,1,0.033
+SCI+SDGE+RSC,b67,1,0.033
SSAHHO,b49,8,0.267
SSAHHO,b71,7,0.233
SSAHHO,b38,6,0.2
SSAHHO,b53,6,0.2
SSAHHO,b62,5,0.167
SSAHHO,b17,5,0.167
SSAHHO,b99,5,0.167
SSAHHO,b107,4,0.133
SSAHHO,b28,4,0.133
SSAHHO,b106,4,0.133
SSAHHO,b46,3,0.1
SSAHHO,b27,3,0.1
SSAHHO,b24,3,0.1
SSAHHO,b23,3,0.1
SSAHHO,b30,3,0.1
SSAHHO,b96,3,0.1
SSAHHO,b26,2,0.067
SSAHHO,b25,2,0.067
SSAHHO,b45,2,0.067
SSAHHO,b29,2,0.067
SSAHHO,b55,2,0.067
SSAHHO,b98,1,0.033
SSAHHO,b82,1,0.033
SSAHHO,b91,1,0.033
SSAHHO,b77,1,0.033
SSAHHO,b80,1,0.033
SSAHHO,b95,1,0.033
SSAHHO,b57,1,0.033
SSAHHO,b100,1,0.033
SSAHHO,b56,1,0.033
SSAHHO,b54,1,0.033
SSAHHO,b105,1,0.033
SSAHHO,b72,1,0.033
SSAHHO,b22,1,0.033
SSAHHO,b19,1,0.033
SSAHHO,b109,1,0.033
SSAHHO,b42,1,0.033
SSAHHO,b40,1,0.033
SSAHHO,b63,1,0.033
SSAHHO,b47,1,0.033
SSAHHO,b104,1,0.033
