variant,band_name,count,frequency
+SCI+SDGE,b28,2,0.067
+SCI+SDGE,b49,2,0.067
+SCI+SDGE,b46,2,0.067
+SCI+SDGE,b54,2,0.067
+SCI+SDGE,b78,2,0.067
+SCI+SDGE,b25,2,0.067
+SCI+SDGE,b17,2,0.067
+SCI+SDGE,b106,2,0.067
+SCI+SDGE,b111,2,0.067
+SCI+SDGE,b103,2,0.067
+SCI+SDGE,b37,2,0.067
+SCI+SDGE,b21,2,0.067
+SCI+SDGE,b44,2,0.067
+SCI+SDGE,b47,2,0.067
+SCI+SDGE,b26,2,0.067
+SCI+SDGE,b70,1,0.033
+SCI+SDGE,b27,1,0.033
+SCI+SDGE,b100,1,0.033
+SCI+SDGE,b31,1,0.033
+SCI+SDGE,b105,1,0.033
+SCI+SDGE,b77,1,0.033
+SCI+SDGE,b79,1,0.033
+SCI+SDGE,b102,1,0.033
+SCI+SDGE,b19,1,0.033
+SCI+SDGE,b84,1,0.033
+SCI+SDGE,b40,1,0.033
+SCI+SDGE,b43,1,0.033
+SCI+SDGE,b64,1,0.033
+SCI+SDGE,b29,1,0.033
+SCI+SDGE,b56,1,0.033
+SCI+SDGE,b95,1,0.033
+SCI+SDGE,b34,1,0.033
+SCI+SDGE,b98,1,0.033
+SCI+SDGE,b52,1,0.033
+SCI+SDGE,b42,1,0.033
+SCI+SDGE,b57,1,0.033
+SCI+SDGE,b30,1,0.033
+SCI+SDGE,b55,1,0.033
+SCI+SDGE,b50,1,0.033
+SCI+SDGE+RSC,b38,7,0.233
+SCI+SDGE+RSC,b106,6,0.2
+SCI+SDGE+RSC,b53,6,0.2
+SCI+SDGE+RSC,b24,4,0.133
+SCI+SDGE+RSC,b17,4,0.133
+SCI+SDGE+RSC,b62,3,0.1
+SCI+SDGE+RSC,b99,3,0.1
+SCI+SDGE+RSC,b22,3,0.1
+SCI+SDGE+RSC,b107,3,0.1
+SCI+SDGE+RSC,b31,3,0.1
+SCI+SDGE+RSC,b47,3,0.1
+SCI+SDGE+RSC,b70,2,0.067
+SCI+SDGE+RSC,b96,2,0.067
+SCI+SDGE+RSC,b48,2,0.067
+SCI+SDGE+RSC,b63,2,0.067
+SCI+SDGE+RSC,b49,2,0.067
+SCI+SDGE+RSC,b29,2,0.067
+SCI+SDGE+RSC,b18,2,0.067
+SCI+SDGE+RSC,b27,2,0.067
+SCI+SDGE+RSC,b26,2,0.067
+SCI+SDGE+RSC,b44,2,0.067
+SCI+SDGE+RSC,b37,2,0.067
+SCI+SDGE+RSC,b55,2,0.067
+SCI+SDGE+RSC,b104,2,0.067
+SCI+SDGE+RSC,b100,1,0.033
+SCI+SDGE+RSC,b28,1,0.033
+SCI+SDGE+RSC,b46,1,0.033
+SCI+SDGE+RSC,b19,1,0.033
+SCI+SDGE+RSC,b91,1,0.033
+SCI+SDGE+RSC,b39,1,0.033
+SCI+SDGE+RSC,b57,1,0.033
+SCI+SDGE+RSC,b56,1,0.033
+SCI+SDGE+RSC,b97,1,0.033
+SCI+SDGE+RSC,b65,1,0.033
+SCI+SDGE+RSC,b71,1,0.033
+SCI+SDGE+RSC,b121,1,0.033
+SCI+SDGE+RSC,b14,1,0.033
+SCI+SDGE+RSC,b64,1,0.033
+SCI+SDGE+RSC,b25,1,0.033
+SCI+SDGE+RSC,b54,1,0.033
+SCI+SDGE+RSC,b21,1,0.033
+SCI+SDGE+RSC,b105,1,0.033
+SCI+SDGE+RSC,b34,1,0.033
+SCI+SDGE+RSC,b103,1,0.033
+SCI+SDGE+RSC,b23,1,0.033
+SCI+SDGE+RSC,b45,1,0.033
+SCI+SDGE+RSC,b43,1,0.033
+SCI+SDGE+RSC,b30,1,0.033
+SCI+SDGE+RSC,b72,1,0.033
+SCI+SDGE+RSC,b50,1,0.033
SSAHHO,b38,9,0.3
SSAHHO,b49,6,0.2
SSAHHO,b106,6,0.2
SSAHHO,b17,6,0.2
SSAHHO,b53,6,0.2
SSAHHO,b30,5,0.167
SSAHHO,b99,4,0.133
SSAHHO,b24,4,0.133
SSAHHO,b62,3,0.1
SSAHHO,b63,3,0.1
SSAHHO,b22,3,0.1
SSAHHO,b27,3,0.1
SSAHHO,b107,3,0.1
SSAHHO,b55,3,0.1
SSAHHO,b46,2,0.067
SSAHHO,b72,2,0.067
SSAHHO,b26,2,0.067
SSAHHO,b105,2,0.067
SSAHHO,b104,2,0.067
SSAHHO,b70,1,0.033
SSAHHO,b95,1,0.033
SSAHHO,b28,1,0.033
SSAHHO,b91,1,0.033
SSAHHO,b57,1,0.033
SSAHHO,b100,1,0.033
SSAHHO,b31,1,0.033
SSAHHO,b96,1,0.033
SSAHHO,b64,1,0.033
SSAHHO,b44,1,0.033
SSAHHO,b71,1,0.033
SSAHHO,b121,1,0.033
SSAHHO,b14,1,0.033
SSAHHO,b25,1,0.033
SSAHHO,b56,1,0.033
SSAHHO,b21,1,0.033
SSAHHO,b45,1,0.033
SSAHHO,b23,1,0.033
SSAHHO,b19,1,0.033
SSAHHO,b42,1,0.033
SSAHHO,b29,1,0.033
SSAHHO,b47,1,0.033
SSAHHO,b50,1,0.033
SSAHHO,b39,1,0.033
