variant,band,count,frequency
HHO,b20,2,0.05
HHO,b31,2,0.05
HHO,b18,2,0.05
HHO,b157,2,0.05
HHO,b29,2,0.05
HHO,b72,2,0.05
HHO,b37,2,0.05
HHO,b102,2,0.05
HHO,b43,2,0.05
HHO,b71,2,0.05
HHO,b151,2,0.05
HHO,b132,1,0.025
HHO,b163,1,0.025
HHO,b21,1,0.025
HHO,b77,1,0.025
HHO,b107,1,0.025
HHO,b90,1,0.025
HHO,b51,1,0.025
HHO,b127,1,0.025
HHO,b60,1,0.025
HHO,b79,1,0.025
HHO,b86,1,0.025
HHO,b154,1,0.025
HHO,b91,1,0.025
HHO,b146,1,0.025
HHO,b23,1,0.025
HHO,b24,1,0.025
HHO,b55,1,0.025
HHO,b162,1,0.025
HHO,b117,1,0.025
HHO,b78,1,0.025
HHO,b97,1,0.025
HHO,b100,1,0.025
HHO,b87,1,0.025
HHO,b96,1,0.025
HHO,b115,1,0.025
MSHHO_I1,b67,13,0.325
MSHHO_I1,b109,12,0.3
MSHHO_I1,b27,12,0.3
MSHHO_I1,b68,12,0.3
MSHHO_I1,b62,11,0.275
MSHHO_I1,b61,10,0.25
MSHHO_I1,b69,10,0.25
MSHHO_I1,b28,9,0.225
MSHHO_I1,b119,8,0.2
MSHHO_I1,b102,8,0.2
MSHHO_I1,b33,7,0.175
MSHHO_I1,b135,7,0.175
MSHHO_I1,b17,6,0.15
MSHHO_I1,b122,6,0.15
MSHHO_I1,b117,6,0.15
MSHHO_I1,b151,6,0.15
MSHHO_I1,b66,6,0.15
MSHHO_I1,b26,6,0.15
MSHHO_I1,b155,6,0.15
MSHHO_I1,b16,6,0.15
MSHHO_I1,b15,5,0.125
MSHHO_I1,b125,5,0.125
MSHHO_I1,b103,5,0.125
MSHHO_I1,b34,5,0.125
MSHHO_I1,b70,5,0.125
MSHHO_I1,b158,5,0.125
MSHHO_I1,b65,5,0.125
MSHHO_I1,b118,4,0.1
MSHHO_I1,b120,4,0.1
MSHHO_I1,b145,4,0.1
MSHHO_I1,b148,4,0.1
MSHHO_I1,b22,4,0.1
MSHHO_I1,b52,4,0.1
MSHHO_I1,b104,4,0.1
MSHHO_I1,b138,4,0.1
MSHHO_I1,b139,4,0.1
MSHHO_I1,b19,4,0.1
MSHHO_I1,b50,4,0.1
MSHHO_I1,b60,4,0.1
MSHHO_I1,b149,4,0.1
MSHHO_I1,b35,4,0.1
MSHHO_I1,b93,4,0.1
MSHHO_I1,b134,4,0.1
MSHHO_I1,b30,4,0.1
MSHHO_I1,b110,4,0.1
MSHHO_I1,b153,4,0.1
MSHHO_I1,b108,4,0.1
MSHHO_I1,b111,4,0.1
MSHHO_I1,b31,4,0.1
MSHHO_I1,b131,4,0.1
MSHHO_I1,b25,4,0.1
MSHHO_I1,b137,4,0.1
MSHHO_I1,b72,3,0.075
MSHHO_I1,b116,3,0.075
MSHHO_I1,b75,3,0.075
MSHHO_I1,b83,3,0.075
MSHHO_I1,b121,3,0.075
MSHHO_I1,b106,3,0.075
MSHHO_I1,b154,3,0.075
MSHHO_I1,b14,3,0.075
MSHHO_I1,b126,3,0.075
MSHHO_I1,b127,3,0.075
MSHHO_I1,b136,3,0.075
MSHHO_I1,b18,3,0.075
MSHHO_I1,b49,3,0.075
MSHHO_I1,b77,3,0.075
MSHHO_I1,b95,3,0.075
MSHHO_I1,b160,3,0.075
MSHHO_I1,b130,3,0.075
MSHHO_I1,b124,3,0.075
MSHHO_I1,b159,3,0.075
MSHHO_I1,b152,3,0.075
MSHHO_I1,b74,3,0.075
MSHHO_I1,b98,3,0.075
MSHHO_I1,b150,3,0.075
MSHHO_I1,b44,3,0.075
MSHHO_I1,b20,3,0.075
MSHHO_I1,b54,3,0.075
MSHHO_I1,b51,3,0.075
MSHHO_I1,b81,3,0.075
MSHHO_I1,b112,3,0.075
MSHHO_I1,b59,2,0.05
MSHHO_I1,b78,2,0.05
MSHHO_I1,b53,2,0.05
MSHHO_I1,b123,2,0.05
MSHHO_I1,b84,2,0.05
MSHHO_I1,b87,2,0.05
MSHHO_I1,b161,2,0.05
MSHHO_I1,b142,2,0.05
MSHHO_I1,b99,2,0.05
MSHHO_I1,b133,2,0.05
MSHHO_I1,b105,2,0.05
MSHHO_I1,b29,2,0.05
MSHHO_I1,b80,2,0.05
MSHHO_I1,b156,2,0.05
MSHHO_I1,b24,2,0.05
MSHHO_I1,b82,2,0.05
MSHHO_I1,b107,2,0.05
MSHHO_I1,b140,2,0.05
MSHHO_I1,b163,2,0.05
MSHHO_I1,b45,2,0.05
MSHHO_I1,b88,2,0.05
MSHHO_I1,b94,2,0.05
MSHHO_I1,b101,2,0.05
MSHHO_I1,b147,2,0.05
MSHHO_I1,b128,1,0.025
MSHHO_I1,b114,1,0.025
MSHHO_I1,b32,1,0.025
MSHHO_I1,b115,1,0.025
MSHHO_I1,b143,1,0.025
MSHHO_I1,b129,1,0.025
MSHHO_I1,b113,1,0.025
MSHHO_I1,b157,1,0.025
MSHHO_I1,b48,1,0.025
MSHHO_I1,b73,1,0.025
MSHHO_I1,b36,1,0.025
MSHHO_I1,b47,1,0.025
MSHHO_I1,b71,1,0.025
MSHHO_I1,b21,1,0.025
MSHHO_I1,b146,1,0.025
MSHHO_I1,b96,1,0.025
MSHHO_I1,b38,1,0.025
MSHHO_I1,b64,1,0.025
MSHHO_I1,b91,1,0.025
MSHHO_I1,b97,1,0.025
MSHHO_I1,b79,1,0.025
MSHHO_I1,b89,1,0.025
MSHHO_I2,b27,13,0.325
MSHHO_I2,b68,11,0.275
MSHHO_I2,b28,11,0.275
MSHHO_I2,b16,9,0.225
MSHHO_I2,b26,8,0.2
MSHHO_I2,b69,8,0.2
MSHHO_I2,b67,8,0.2
MSHHO_I2,b33,7,0.175
MSHHO_I2,b63,7,0.175
MSHHO_I2,b22,7,0.175
MSHHO_I2,b154,7,0.175
MSHHO_I2,b135,6,0.15
MSHHO_I2,b149,6,0.15
MSHHO_I2,b119,6,0.15
MSHHO_I2,b62,6,0.15
MSHHO_I2,b15,6,0.15
MSHHO_I2,b61,6,0.15
MSHHO_I2,b101,5,0.125
MSHHO_I2,b124,5,0.125
MSHHO_I2,b130,5,0.125
MSHHO_I2,b88,5,0.125
MSHHO_I2,b155,5,0.125
MSHHO_I2,b131,5,0.125
MSHHO_I2,b83,5,0.125
MSHHO_I2,b103,5,0.125
MSHHO_I2,b32,5,0.125
MSHHO_I2,b76,5,0.125
MSHHO_I2,b107,5,0.125
MSHHO_I2,b70,4,0.1
MSHHO_I2,b105,4,0.1
MSHHO_I2,b118,4,0.1
MSHHO_I2,b17,4,0.1
MSHHO_I2,b109,4,0.1
MSHHO_I2,b110,4,0.1
MSHHO_I2,b160,4,0.1
MSHHO_I2,b122,4,0.1
MSHHO_I2,b137,4,0.1
MSHHO_I2,b19,4,0.1
MSHHO_I2,b74,4,0.1
MSHHO_I2,b97,4,0.1
MSHHO_I2,b92,4,0.1
MSHHO_I2,b29,4,0.1
MSHHO_I2,b111,4,0.1
MSHHO_I2,b23,4,0.1
MSHHO_I2,b50,3,0.075
MSHHO_I2,b66,3,0.075
MSHHO_I2,b98,3,0.075
MSHHO_I2,b104,3,0.075
MSHHO_I2,b139,3,0.075
MSHHO_I2,b34,3,0.075
MSHHO_I2,b75,3,0.075
MSHHO_I2,b25,3,0.075
MSHHO_I2,b81,3,0.075
MSHHO_I2,b120,3,0.075
MSHHO_I2,b126,3,0.075
MSHHO_I2,b140,3,0.075
MSHHO_I2,b71,3,0.075
MSHHO_I2,b158,3,0.075
MSHHO_I2,b18,3,0.075
MSHHO_I2,b129,3,0.075
MSHHO_I2,b148,3,0.075
MSHHO_I2,b20,3,0.075
MSHHO_I2,b59,3,0.075
MSHHO_I2,b115,3,0.075
MSHHO_I2,b157,3,0.075
MSHHO_I2,b117,3,0.075
MSHHO_I2,b89,3,0.075
MSHHO_I2,b102,3,0.075
MSHHO_I2,b72,3,0.075
MSHHO_I2,b100,3,0.075
MSHHO_I2,b108,3,0.075
MSHHO_I2,b134,3,0.075
MSHHO_I2,b136,3,0.075
MSHHO_I2,b150,3,0.075
MSHHO_I2,b93,3,0.075
MSHHO_I2,b125,3,0.075
MSHHO_I2,b14,3,0.075
MSHHO_I2,b151,3,0.075
MSHHO_I2,b106,2,0.05
MSHHO_I2,b128,2,0.05
MSHHO_I2,b133,2,0.05
MSHHO_I2,b21,2,0.05
MSHHO_I2,b24,2,0.05
MSHHO_I2,b91,2,0.05
MSHHO_I2,b84,2,0.05
MSHHO_I2,b95,2,0.05
MSHHO_I2,b147,2,0.05
MSHHO_I2,b159,2,0.05
MSHHO_I2,b99,2,0.05
MSHHO_I2,b45,2,0.05
MSHHO_I2,b80,2,0.05
MSHHO_I2,b132,2,0.05
MSHHO_I2,b138,2,0.05
MSHHO_I2,b152,2,0.05
MSHHO_I2,b113,2,0.05
MSHHO_I2,b52,2,0.05
MSHHO_I2,b65,2,0.05
MSHHO_I2,b121,2,0.05
MSHHO_I2,b64,2,0.05
MSHHO_I2,b145,1,0.025
MSHHO_I2,b37,1,0.025
MSHHO_I2,b77,1,0.025
MSHHO_I2,b78,1,0.025
MSHHO_I2,b116,1,0.025
MSHHO_I2,b153,1,0.025
MSHHO_I2,b90,1,0.025
MSHHO_I2,b43,1,0.025
MSHHO_I2,b112,1,0.025
MSHHO_I2,b54,1,0.025
MSHHO_I2,b87,1,0.025
MSHHO_I2,b141,1,0.025
MSHHO_I2,b142,1,0.025
MSHHO_I2,b143,1,0.025
MSHHO_I2,b36,1,0.025
MSHHO_I2,b48,1,0.025
MSHHO_I2,b127,1,0.025
MSHHO_I2,b163,1,0.025
MSHHO_I2,b82,1,0.025
MSHHO_I2,b161,1,0.025
MSHHO_I2,b123,1,0.025
MSHHO_I2,b58,1,0.025
MSHHO_I2,b144,1,0.025
MSHHO_I2,b46,1,0.025
MSHHO_I2,b30,1,0.025
MSHHO_I2,b44,1,0.025
MSHHO_I2,b94,1,0.025
MSHHO_I2,b35,1,0.025
MSHHO_I2,b51,1,0.025
MSHHO_I2,b38,1,0.025
MSHHO_I2,b73,1,0.025
MSHHO_I3,b27,21,0.525
MSHHO_I3,b68,17,0.425
MSHHO_I3,b62,10,0.25
MSHHO_I3,b67,10,0.25
MSHHO_I3,b17,9,0.225
MSHHO_I3,b98,8,0.2
MSHHO_I3,b33,8,0.2
MSHHO_I3,b28,8,0.2
MSHHO_I3,b70,8,0.2
MSHHO_I3,b102,8,0.2
MSHHO_I3,b93,7,0.175
MSHHO_I3,b63,7,0.175
MSHHO_I3,b107,7,0.175
MSHHO_I3,b121,7,0.175
MSHHO_I3,b103,7,0.175
MSHHO_I3,b69,7,0.175
MSHHO_I3,b119,6,0.15
MSHHO_I3,b126,6,0.15
MSHHO_I3,b82,6,0.15
MSHHO_I3,b19,5,0.125
MSHHO_I3,b77,5,0.125
MSHHO_I3,b104,5,0.125
MSHHO_I3,b131,5,0.125
MSHHO_I3,b150,5,0.125
MSHHO_I3,b154,5,0.125
MSHHO_I3,b139,5,0.125
MSHHO_I3,b16,5,0.125
MSHHO_I3,b26,5,0.125
MSHHO_I3,b15,5,0.125
MSHHO_I3,b153,5,0.125
MSHHO_I3,b61,5,0.125
MSHHO_I3,b88,5,0.125
MSHHO_I3,b134,5,0.125
MSHHO_I3,b101,5,0.125
MSHHO_I3,b14,4,0.1
MSHHO_I3,b29,4,0.1
MSHHO_I3,b73,4,0.1
MSHHO_I3,b122,4,0.1
MSHHO_I3,b124,4,0.1
MSHHO_I3,b66,4,0.1
MSHHO_I3,b92,4,0.1
MSHHO_I3,b34,4,0.1
MSHHO_I3,b89,4,0.1
MSHHO_I3,b32,4,0.1
MSHHO_I3,b132,4,0.1
MSHHO_I3,b30,4,0.1
MSHHO_I3,b52,4,0.1
MSHHO_I3,b157,4,0.1
MSHHO_I3,b158,4,0.1
MSHHO_I3,b53,4,0.1
MSHHO_I3,b155,4,0.1
MSHHO_I3,b156,4,0.1
MSHHO_I3,b137,4,0.1
MSHHO_I3,b130,4,0.1
MSHHO_I3,b109,4,0.1
MSHHO_I3,b59,3,0.075
MSHHO_I3,b94,3,0.075
MSHHO_I3,b120,3,0.075
MSHHO_I3,b138,3,0.075
MSHHO_I3,b21,3,0.075
MSHHO_I3,b135,3,0.075
MSHHO_I3,b151,3,0.075
MSHHO_I3,b106,3,0.075
MSHHO_I3,b35,3,0.075
MSHHO_I3,b105,3,0.075
MSHHO_I3,b123,3,0.075
MSHHO_I3,b125,3,0.075
MSHHO_I3,b149,3,0.075
MSHHO_I3,b71,3,0.075
MSHHO_I3,b108,3,0.075
MSHHO_I3,b118,3,0.075
MSHHO_I3,b20,3,0.075
MSHHO_I3,b162,3,0.075
MSHHO_I3,b78,3,0.075
MSHHO_I3,b31,2,0.05
MSHHO_I3,b56,2,0.05
MSHHO_I3,b85,2,0.05
MSHHO_I3,b129,2,0.05
MSHHO_I3,b140,2,0.05
MSHHO_I3,b127,2,0.05
MSHHO_I3,b24,2,0.05
MSHHO_I3,b37,2,0.05
MSHHO_I3,b97,2,0.05
MSHHO_I3,b100,2,0.05
MSHHO_I3,b116,2,0.05
MSHHO_I3,b147,2,0.05
MSHHO_I3,b99,2,0.05
MSHHO_I3,b160,2,0.05
MSHHO_I3,b23,2,0.05
MSHHO_I3,b136,2,0.05
MSHHO_I3,b81,2,0.05
MSHHO_I3,b117,2,0.05
MSHHO_I3,b54,2,0.05
MSHHO_I3,b36,2,0.05
MSHHO_I3,b142,2,0.05
MSHHO_I3,b114,2,0.05
MSHHO_I3,b64,2,0.05
MSHHO_I3,b22,1,0.025
MSHHO_I3,b110,1,0.025
MSHHO_I3,b159,1,0.025
MSHHO_I3,b48,1,0.025
MSHHO_I3,b80,1,0.025
MSHHO_I3,b86,1,0.025
MSHHO_I3,b87,1,0.025
MSHHO_I3,b18,1,0.025
MSHHO_I3,b76,1,0.025
MSHHO_I3,b47,1,0.025
MSHHO_I3,b75,1,0.025
MSHHO_I3,b113,1,0.025
MSHHO_I3,b161,1,0.025
MSHHO_I3,b25,1,0.025
MSHHO_I3,b43,1,0.025
MSHHO_I3,b95,1,0.025
MSHHO_I3,b141,1,0.025
MSHHO_I3,b40,1,0.025
MSHHO_I3,b44,1,0.025
MSHHO_I3,b91,1,0.025
MSHHO_I3,b51,1,0.025
MSHHO_I3,b49,1,0.025
MSHHO_I3,b72,1,0.025
MSHHO_I3,b146,1,0.025
MSHHO_I3,b148,1,0.025
MSHHO_I3,b90,1,0.025
MSHHO,b68,22,0.55
MSHHO,b62,17,0.425
MSHHO,b109,13,0.325
MSHHO,b27,13,0.325
MSHHO,b28,11,0.275
MSHHO,b26,10,0.25
MSHHO,b69,10,0.25
MSHHO,b61,10,0.25
MSHHO,b155,8,0.2
MSHHO,b33,8,0.2
MSHHO,b16,8,0.2
MSHHO,b14,7,0.175
MSHHO,b103,7,0.175
MSHHO,b120,7,0.175
MSHHO,b82,7,0.175
MSHHO,b125,7,0.175
MSHHO,b70,7,0.175
MSHHO,b159,7,0.175
MSHHO,b67,6,0.15
MSHHO,b88,6,0.15
MSHHO,b110,6,0.15
MSHHO,b93,6,0.15
MSHHO,b101,6,0.15
MSHHO,b29,6,0.15
MSHHO,b158,6,0.15
MSHHO,b149,6,0.15
MSHHO,b81,6,0.15
MSHHO,b139,6,0.15
MSHHO,b32,6,0.15
MSHHO,b154,5,0.125
MSHHO,b102,5,0.125
MSHHO,b151,5,0.125
MSHHO,b21,5,0.125
MSHHO,b123,5,0.125
MSHHO,b35,5,0.125
MSHHO,b17,5,0.125
MSHHO,b63,5,0.125
MSHHO,b153,5,0.125
MSHHO,b94,5,0.125
MSHHO,b107,5,0.125
MSHHO,b119,5,0.125
MSHHO,b156,5,0.125
MSHHO,b104,5,0.125
MSHHO,b31,5,0.125
MSHHO,b75,5,0.125
MSHHO,b15,5,0.125
MSHHO,b135,5,0.125
MSHHO,b133,5,0.125
MSHHO,b98,5,0.125
MSHHO,b92,4,0.1
MSHHO,b131,4,0.1
MSHHO,b136,4,0.1
MSHHO,b19,4,0.1
MSHHO,b141,4,0.1
MSHHO,b30,4,0.1
MSHHO,b51,4,0.1
MSHHO,b65,4,0.1
MSHHO,b105,4,0.1
MSHHO,b64,4,0.1
MSHHO,b97,4,0.1
MSHHO,b111,4,0.1
MSHHO,b157,4,0.1
MSHHO,b76,3,0.075
MSHHO,b142,3,0.075
MSHHO,b144,3,0.075
MSHHO,b162,3,0.075
MSHHO,b160,3,0.075
MSHHO,b20,3,0.075
MSHHO,b126,3,0.075
MSHHO,b46,3,0.075
MSHHO,b47,3,0.075
MSHHO,b73,3,0.075
MSHHO,b100,3,0.075
MSHHO,b137,3,0.075
MSHHO,b147,3,0.075
MSHHO,b74,3,0.075
MSHHO,b112,3,0.075
MSHHO,b113,3,0.075
MSHHO,b140,3,0.075
MSHHO,b122,3,0.075
MSHHO,b124,3,0.075
MSHHO,b53,3,0.075
MSHHO,b163,3,0.075
MSHHO,b66,3,0.075
MSHHO,b99,3,0.075
MSHHO,b80,3,0.075
MSHHO,b83,2,0.05
MSHHO,b90,2,0.05
MSHHO,b117,2,0.05
MSHHO,b134,2,0.05
MSHHO,b22,2,0.05
MSHHO,b106,2,0.05
MSHHO,b130,2,0.05
MSHHO,b25,2,0.05
MSHHO,b152,2,0.05
MSHHO,b24,2,0.05
MSHHO,b49,2,0.05
MSHHO,b121,2,0.05
MSHHO,b146,2,0.05
MSHHO,b148,2,0.05
MSHHO,b150,2,0.05
MSHHO,b38,2,0.05
MSHHO,b129,2,0.05
MSHHO,b127,2,0.05
MSHHO,b48,2,0.05
MSHHO,b44,2,0.05
MSHHO,b118,2,0.05
MSHHO,b95,2,0.05
MSHHO,b161,2,0.05
MSHHO,b89,2,0.05
MSHHO,b36,2,0.05
MSHHO,b77,2,0.05
MSHHO,b78,2,0.05
MSHHO,b91,2,0.05
MSHHO,b143,1,0.025
MSHHO,b54,1,0.025
MSHHO,b58,1,0.025
MSHHO,b59,1,0.025
MSHHO,b84,1,0.025
MSHHO,b23,1,0.025
MSHHO,b37,1,0.025
MSHHO,b39,1,0.025
MSHHO,b72,1,0.025
MSHHO,b116,1,0.025
MSHHO,b52,1,0.025
MSHHO,b145,1,0.025
MSHHO,b50,1,0.025
MSHHO,b34,1,0.025
MSHHO,b71,1,0.025
MSHHO,b115,1,0.025
MSHHO,b132,1,0.025
MSHHO,b96,1,0.025
MSHHO,b43,1,0.025
MSHHO,b85,1,0.025
MSHHO,b108,1,0.025
MSHHO,b41,1,0.025
MSHHO,b18,1,0.025
MSHHO,b114,1,0.025
MSHHO,b87,1,0.025
